cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0011,0000,0000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,0000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0011,0010,1000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0011,0010,0000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0011,0011,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0001
0010,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0001,0100,0110,0000
0011,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,0011,0001,0110,0010,0001,0000,0111,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0100,0001
0010,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0010,0111,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0101,0111,0000,0010,0001,0101,0001,0101,0110,0000
0011,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0000,0001
0011,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0100,0001
0010,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0000,0010,1001,0000,0000,0010,0000,0000,1010,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0010,0010,0000
0010,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0010,0000,0000,0111,0010,0000,0001,0001,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0100,0001
0011,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0111,0011,0000,0010,0001,0101,0000,0101,0110,0000
0011,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0011,0011,0000,0010,0001,0101,0000,0100,0110,0000
0010,0000,0011,0001,0110,0010,0001,0000,0111,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0000,0001
0011,0011,1000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0010,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,1000,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0001,0100,0110,0000
0010,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0010,1001,0000,0000,0010,0000,0000,1010,0000,0101,0011,0001,0111,0111,0000,0010,0001,0101,0000,0011,0011,0000
0011,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,0011,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0111,0111,0000,0010,0001,0101,0001,0101,0110,0000
0011,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0000,0001
0010,0000,0011,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0000,0010,1001,0000,0001,0010,0000,0000,0000,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0010,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0111,0011,0000,0010,0001,0101,0000,0101,0110,0000
0000,0011,1001,0000,0001,0010,0000,0000,0001,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0010,0000
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0111,0101,0000,0010,0001,0101,0001,0101,0110,0000
0010,0011,1000,0000,0111,0010,0000,0001,0001,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0000,0001
0011,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0010,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0100,0001
0010,0011,0000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0000,0011,1001,0000,0001,0010,0000,0000,0100,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0010,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,0011,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0011,0000,0011,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0101,0011,0000,0010,0001,0101,0000,0101,0110,0000
0010,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,0111,0000,0110,0010,0000,0000,1000,0001,0000,0011,0011,0111,0101,0000,0010,0001,0101,0001,0101,0110,0000
0010,0010,1001,0000,0000,0010,0000,0000,0001,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0001,0010,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,1000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0100,0001
0011,0000,0011,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0111,0011,0000,0010,0001,0101,0001,0101,0110,0000
0011,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0000,0001
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0011,0111,0000,0010,0001,0101,0001,0101,0110,0000
0010,0010,0011,0000,0110,0010,0000,0000,1000,0001,0000,0011,0011,0111,0101,0000,0010,0001,0101,0001,0100,0110,0000
0010,0010,0011,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0111,0011,0000,0010,0001,0101,0001,0100,0110,0000
0011,0011,0000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0100,0001
0011,0000,1000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,0011,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0011,0011,0000,0010,0001,0101,0000,0100,0110,0000
0011,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0000,0011,1001,0000,0001,0010,0000,0000,0100,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0000
0010,0010,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0001
0011,0011,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0011,0000,1000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0001
0011,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,1000,0000,0111,0010,0000,0001,0001,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0100,0001
0011,0011,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0010,1000,0000,0111,0010,0000,0001,0001,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0100,0001
0011,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0000,0011,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0011,0000,0110,0010,0000,0000,1010,0001,0000,0011,0011,0111,0101,0000,0010,0001,0101,0001,0100,0110,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0000,0100,0110,0000
0010,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0011,0000,0110,0010,0000,0000,1010,0001,0000,0011,0011,0011,0111,0000,0010,0001,0101,0000,0101,0110,0000
0010,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0011,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0111,0101,0000,0010,0001,0101,0001,0101,0110,0000
0010,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0011,0000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0010,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0000,0001
0011,0011,0000,0001,0110,0010,0001,0000,0000,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0010,1001,0000,0000,0010,0000,0000,0111,0000,0101,0011,0001,0111,0111,0000,0010,0001,0101,0001,0101,0000,0000
0010,0000,0011,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0000,0101,0110,0000
0011,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0010,1000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0100,0001
0010,0011,1000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0010,0000,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0011,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0010,1000,0000,0001,0010,0000,0000,0100,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0010,0000
0010,0011,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0011,1000,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0011,1000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0100,0001
0010,0011,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0001,0100,0110,0000
0011,0000,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0011,0011,0001,0110,0010,0001,0000,0011,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0010,0000,0000,0001,0010,0000,0000,0001,0000,0101,0011,0001,0111,0111,0000,0010,0001,0101,0000,0011,0011,0000
0011,0010,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0100,0001
0010,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0111,0001,0000,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0110,0000
0011,0010,1000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0001
0010,0011,1000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0100,0001
0011,0011,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0100,0001
0010,0000,0000,0000,0110,0010,0000,0000,1000,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0000,0101,0110,0000
0000,0010,1000,0000,0001,0010,0000,0000,0100,0000,0001,0011,0011,0111,0111,0000,0010,0001,0101,0000,0010,0010,0000
0011,0010,1000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0011,0000,0001
0011,0000,1000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0011,0101,0000,0010,0001,0101,0000,0101,0110,0000
0010,0011,0000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0011,0100,0001
0011,0010,1000,0000,0111,0010,0000,0001,1010,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0000,0100,0000,0001
0010,0011,0000,0001,0110,0010,0001,0000,0111,0001,0011,0011,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0011,0000,0011,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0010,0000,0000,0000,0110,0010,0000,0000,0001,0001,0000,0011,0011,0101,0011,0000,0010,0001,0101,0000,0100,0110,0000
0011,0011,0011,0001,0110,0010,0001,0000,0000,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0001,0011,0000,0000
0011,0000,0000,0001,0110,0010,0001,0000,0011,0001,0011,0000,0011,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0011,0000,0000,0111,0010,0000,0001,0000,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0100,0001
0010,0000,0000,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
0011,0010,0000,0000,0111,0010,0000,0001,0111,0000,0011,0011,0011,0111,0111,0000,0010,0001,0101,0001,0100,0000,0001
0010,0011,0011,0001,0110,0010,0001,0000,0001,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0000,0000,0000
0011,0000,1000,0001,0110,0010,0001,0000,0111,0001,0011,0000,0000,0111,0111,0000,0010,0001,0001,0000,0011,0000,0000
0010,0011,1000,0001,0110,0010,0001,0000,0001,0001,0011,0011,0011,0111,0111,0000,0010,0001,0001,0001,0000,0000,0000
